primary_position,height,weight,throwing_hand,FastballVelocity (max),FastballVelo Range,FastballSpin Rate (avg),Changeup Velo Range,Changeup Spin Rate (avg),Curveball Velo Range,Curveball Spin Rate (avg),Slider Velo Range,Slider Spin Rate (avg),Region,group,num_pitches,fb_ch_velo_diff,fb_cb_velo_diff,fb_sl_velo_diff,FastballVelocity (max)_missing,FastballVelo Range_missing,FastballSpin Rate (avg)_missing,Changeup Velo Range_missing,Changeup Spin Rate (avg)_missing,Curveball Velo Range_missing,Curveball Spin Rate (avg)_missing,Slider Velo Range_missing,Slider Spin Rate (avg)_missing
RHP,78.0,225.0,R,94.0,92.0,2413.0,82.5,2075.0,78.0,3274.0,,,Midwest,Power 4,3,9.5,14.0,,0,0,0,0,0,0,0,1,1
RHP,74.0,160.0,R,,87.5,,77.5,,,,,,South,Power 4,2,10.0,,,1,0,1,0,1,1,1,1,1
RHP,80.0,220.0,R,89.0,87.2,2129.0,79.0,1834.0,69.2,2274.0,68.5,,West,Power 4,4,8.200000000000003,18.0,18.700000000000003,0,0,0,0,0,0,0,0,1
RHP,78.0,225.0,R,94.0,92.0,2413.0,82.5,2075.0,78.0,3274.0,,,Midwest,Power 4,3,9.5,14.0,,0,0,0,0,0,0,0,1,1
LHP,72.0,180.0,L,86.0,83.5,2052.0,73.5,1495.0,72.5,2431.0,,,Midwest,Low Major,3,10.0,11.0,,0,0,0,0,0,0,0,1,1
RHP,72.0,195.0,R,80.0,79.0,,66.0,,66.5,,,,Midwest,D3,3,13.0,12.5,,0,0,1,0,1,0,1,1,1
RHP,72.0,180.0,R,83.8,82.5,2200.0,73.5,,69.0,2031.0,,,Midwest,Power 4,3,9.0,13.5,,0,0,0,0,1,0,0,1,1
RHP,76.0,195.0,R,,,,,,,,,,West,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,78.0,240.0,R,81.7,81.1,2071.0,73.4,1411.0,71.2,2068.0,69.4,1954.0,Northeast,D3,4,7.699999999999989,9.899999999999991,11.699999999999989,0,0,0,0,0,0,0,0,0
RHP,73.0,170.0,L,91.2,89.0,2216.0,84.5,1831.0,81.5,,81.0,2539.0,South,Low Major,4,4.5,7.5,8.0,0,0,0,0,0,0,1,0,0
LHP,71.0,175.0,L,,79.0,,71.0,,65.0,,,,South,D3,3,8.0,14.0,,1,0,1,0,1,0,1,1,1
LHP,75.0,200.0,L,83.8,82.0,2266.0,74.4,1547.0,68.7,2045.0,,,Northeast,D3,3,7.599999999999994,13.299999999999995,,0,0,0,0,0,0,0,1,1
RHP,73.0,215.0,R,91.0,89.5,2399.0,81.9,1153.0,71.5,2064.0,76.5,2387.0,Northeast,Low Major,4,7.599999999999994,18.0,13.0,0,0,0,0,0,0,0,0,0
LHP,69.0,155.0,L,78.0,77.0,,67.5,,68.5,,,,Northeast,JC,3,9.5,8.5,,0,0,1,0,1,0,1,1,1
LHP,73.0,195.0,L,82.2,81.4,2112.0,73.0,,70.6,1808.0,,,South,JC,3,8.400000000000006,10.800000000000011,,0,0,0,0,1,0,0,1,1
RHP,69.0,155.0,L,,,,,,,,,,South,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,76.0,180.0,R,84.0,82.0,1848.0,69.5,1990.0,70.5,,69.5,1790.0,South,JC,4,12.5,11.5,12.5,0,0,0,0,0,0,1,0,0
LHP,75.0,195.0,L,92.0,89.5,,81.5,,72.5,,75.0,,Midwest,Power 4,4,8.0,17.0,14.5,0,0,1,0,1,0,1,0,1
RHP,72.0,145.0,R,85.0,84.0,,78.0,,69.0,,,,South,JC,3,6.0,15.0,,0,0,1,0,1,0,1,1,1
LHP,70.0,175.0,R,81.0,80.0,,75.0,,68.0,,,,Midwest,D3,3,5.0,12.0,,0,0,1,0,1,0,1,1,1
RHP,79.0,195.0,R,,,,,,,,,,West,Power 4,0,,,,1,1,1,1,1,1,1,1,1
LHP,71.0,146.0,L,,71.0,,65.0,,61.0,,,,Midwest,NAIA,3,6.0,10.0,,1,0,1,0,1,0,1,1,1
RHP,72.0,155.0,R,79.5,77.4,2096.0,,,67.5,2001.0,,,Midwest,D3,2,,9.900000000000006,,0,0,0,1,1,0,0,1,1
RHP,74.0,195.0,R,,78.0,,74.5,,67.5,,,,West,JC,3,3.5,10.5,,1,0,1,0,1,0,1,1,1
RHP,72.0,190.0,R,84.6,85.0,2069.0,77.0,,71.0,2369.0,,,Midwest,D3,3,8.0,14.0,,0,0,0,0,1,0,0,1,1
LHP,74.0,185.0,L,89.0,87.5,2244.0,79.0,1801.0,73.0,2076.0,,,Northeast,Power 4,3,8.5,14.5,,0,0,0,0,0,0,0,1,1
LHP,75.0,210.0,L,86.4,85.4,1859.0,76.0,1391.0,70.0,1814.0,,,Northeast,Mid Major,3,9.400000000000006,15.400000000000006,,0,0,0,0,0,0,0,1,1
RHP,73.0,180.1,R,87.3,85.7,2259.0,79.0,1639.0,,,73.5,2098.0,Midwest,D3,3,6.700000000000003,,12.200000000000005,0,0,0,0,0,1,1,0,0
RHP,71.0,170.2,R,80.3,79.2,1941.0,70.2,720.0,68.0,1967.0,,,Northeast,JC,3,9.0,11.200000000000005,,0,0,0,0,0,0,0,1,1
RHP,74.0,190.0,R,87.0,86.0,2124.0,,,,,75.5,2153.0,South,JC,2,,,10.5,0,0,0,1,1,1,1,0,0
RHP,72.0,185.0,R,80.2,79.0,1966.0,73.0,,65.4,2038.0,70.5,2078.0,Midwest,D2,4,6.0,13.599999999999994,8.5,0,0,0,0,1,0,0,0,0
RHP,74.0,160.0,R,88.2,87.8,2301.0,80.2,1822.0,74.0,2039.0,77.1,1955.0,West,JC,4,7.599999999999994,13.799999999999995,10.700000000000005,0,0,0,0,0,0,0,0,0
RHP,72.0,170.0,L,,,,,,,,,,West,D2,0,,,,1,1,1,1,1,1,1,1,1
RHP,77.0,215.0,R,75.7,74.6,1936.0,,,,2032.0,,,South,Power 4,1,,,,0,0,0,1,1,1,0,1,1
LHP,73.0,175.0,R,91.0,86.0,1903.0,78.0,1385.0,73.5,1683.0,79.5,,South,Mid Major,4,8.0,12.5,6.5,0,0,0,0,0,0,0,0,1
LHP,73.0,185.0,R,86.0,85.0,,,,73.0,,,,West,Low Major,2,,12.0,,0,0,1,1,1,0,1,1,1
RHP,73.0,188.0,R,87.0,85.0,,78.5,,73.5,,,,Midwest,JC,3,6.5,11.5,,0,0,1,0,1,0,1,1,1
LHP,72.0,170.0,R,76.0,75.0,1802.0,67.4,1516.0,66.5,1740.0,66.5,1638.0,Northeast,D3,4,7.599999999999994,8.5,8.5,0,0,0,0,0,0,0,0,0
LHP,69.0,140.0,L,80.0,79.0,1798.0,73.5,1650.0,67.5,2159.0,,,Midwest,D3,3,5.5,11.5,,0,0,0,0,0,0,0,1,1
LHP,73.0,205.0,R,86.7,85.0,2246.0,76.9,1955.0,73.0,2105.0,,,Northeast,Mid Major,3,8.099999999999994,12.0,,0,0,0,0,0,0,0,1,1
RHP,73.0,185.0,R,84.0,82.5,,79.5,,72.0,,,,Midwest,JC,3,3.0,10.5,,0,0,1,0,1,0,1,1,1
RHP,71.0,155.0,R,,,,,,,,,,South,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,73.0,211.0,R,89.0,86.5,2043.0,77.0,1758.0,75.0,2124.0,76.0,2039.0,South,JC,4,9.5,11.5,10.5,0,0,0,0,0,0,0,0,0
RHP,74.0,165.0,R,82.2,81.6,2088.0,74.0,1597.0,69.5,2192.0,72.3,2194.0,Midwest,D3,4,7.599999999999994,12.099999999999994,9.299999999999995,0,0,0,0,0,0,0,0,0
RHP,74.0,175.0,R,89.0,87.0,2387.0,64.7,1846.0,74.8,3077.0,,,South,Low Major,3,22.299999999999997,12.200000000000005,,0,0,0,0,0,0,0,1,1
LHP,70.0,170.0,L,,77.5,,66.5,,64.0,,,,Midwest,JC,3,11.0,13.5,,1,0,1,0,1,0,1,1,1
LHP,73.0,180.0,L,89.0,85.2,2187.0,74.2,1634.0,75.5,2258.0,,,West,Power 4,3,11.0,9.700000000000005,,0,0,0,0,0,0,0,1,1
LHP,75.0,170.0,L,69.9,68.4,1382.0,,,62.0,1143.0,,,Northeast,JC,2,,6.400000000000006,,0,0,0,1,1,0,0,1,1
RHP,75.0,195.0,R,93.0,90.5,,81.5,,,,81.0,,West,Mid Major,3,9.0,,9.5,0,0,1,0,1,1,1,0,1
RHP,68.0,160.0,R,,,,,,,,,,Midwest,JC,0,,,,1,1,1,1,1,1,1,1,1
LHP,70.0,170.0,L,81.2,79.4,1933.0,74.0,1754.0,72.7,2427.0,73.6,2306.0,West,JC,4,5.400000000000006,6.700000000000003,5.800000000000011,0,0,0,0,0,0,0,0,0
LHP,70.0,165.0,L,,79.5,,68.0,,66.0,,,,Midwest,NAIA,3,11.5,13.5,,1,0,1,0,1,0,1,1,1
RHP,74.0,206.0,R,,,,,,,,,,South,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,72.0,170.0,R,83.5,82.7,2173.0,,,70.7,2366.0,77.0,2349.0,Northeast,D3,3,,12.0,5.700000000000003,0,0,0,1,1,0,0,0,0
LHP,75.0,185.0,L,88.0,86.5,,79.5,,74.5,,,,South,Power 4,3,7.0,12.0,,0,0,1,0,1,0,1,1,1
RHP,76.0,229.0,R,88.0,85.5,2032.0,79.2,1969.0,,,73.2,1654.0,South,D2,3,6.299999999999997,,12.299999999999995,0,0,0,0,0,1,1,0,0
RHP,73.0,150.0,R,79.0,77.5,,64.0,,57.0,,,,West,D3,3,13.5,20.5,,0,0,1,0,1,0,1,1,1
RHP,75.0,198.4,R,97.0,94.5,2588.0,81.0,,77.7,2340.0,81.0,,West,Power 4,4,13.5,16.799999999999997,13.5,0,0,0,0,1,0,0,0,1
RHP,71.0,170.0,R,,,,,,,,,,South,Power 4,0,,,,1,1,1,1,1,1,1,1,1
LHP,73.0,180.0,L,87.0,85.0,1971.0,75.0,1373.0,69.0,,74.5,2167.0,South,Power 4,4,10.0,16.0,10.5,0,0,0,0,0,0,1,0,0
RHP,71.0,165.0,R,87.5,84.3,2076.0,77.2,1291.0,73.6,1971.0,,,South,D3,3,7.099999999999994,10.700000000000005,,0,0,0,0,0,0,0,1,1
RHP,71.0,165.0,R,84.2,83.0,2167.0,73.5,,68.0,2206.0,66.0,,Midwest,JC,4,9.5,15.0,17.0,0,0,0,0,1,0,0,0,1
RHP,76.0,207.9,L,88.0,86.8,1807.0,77.7,1580.0,71.7,1763.0,,,South,JC,3,9.099999999999994,15.099999999999994,,0,0,0,0,0,0,0,1,1
RHP,75.0,185.0,L,90.4,89.7,2232.0,81.7,1733.0,74.0,2321.0,76.4,2266.0,Midwest,Power 4,4,8.0,15.700000000000005,13.299999999999995,0,0,0,0,0,0,0,0,0
RHP,75.0,200.0,R,94.2,93.0,2455.0,82.5,1759.0,80.5,2770.0,84.0,2426.0,Midwest,Power 4,4,10.5,12.5,9.0,0,0,0,0,0,0,0,0,0
RHP,75.0,195.0,R,89.0,87.5,2255.0,81.5,1669.0,77.5,2011.0,78.0,2134.0,Northeast,JC,4,6.0,10.0,9.5,0,0,0,0,0,0,0,0,0
RHP,71.0,160.0,R,,83.5,,74.5,,67.5,,,,West,Mid Major,3,9.0,16.0,,1,0,1,0,1,0,1,1,1
RHP,72.0,200.0,R,90.0,89.5,2531.0,82.5,1873.0,77.0,2423.0,68.2,1684.0,Northeast,JC,4,7.0,12.5,21.299999999999997,0,0,0,0,0,0,0,0,0
LHP,74.0,175.0,L,81.2,80.5,1998.0,71.5,1494.0,67.0,2038.0,71.0,2140.0,Midwest,D2,4,9.0,13.5,9.5,0,0,0,0,0,0,0,0,0
LHP,74.0,178.0,R,92.0,90.5,,83.5,,,,81.5,,South,Power 4,3,7.0,,9.0,0,0,1,0,1,1,1,0,1
RHP,76.0,187.0,R,88.0,87.0,2119.0,65.7,1442.0,69.0,1845.0,65.2,1858.0,South,Mid Major,4,21.299999999999997,18.0,21.799999999999997,0,0,0,0,0,0,0,0,0
LHP,75.0,190.0,R,,86.0,,76.0,,70.0,,,,South,Mid Major,3,10.0,16.0,,1,0,1,0,1,0,1,1,1
LHP,72.0,190.0,L,82.0,81.0,1879.0,72.5,1483.0,68.5,1453.0,,,Midwest,JC,3,8.5,12.5,,0,0,0,0,0,0,0,1,1
RHP,72.0,185.0,R,78.0,76.3,2049.0,72.0,1926.0,69.0,,70.0,2165.0,West,NAIA,4,4.299999999999997,7.299999999999997,6.299999999999997,0,0,0,0,0,0,1,0,0
LHP,73.0,180.0,L,89.4,88.7,2249.0,79.2,1539.0,79.8,2253.0,,,Midwest,NAIA,3,9.5,8.900000000000006,,0,0,0,0,0,0,0,1,1
RHP,74.0,210.0,R,86.0,83.0,2174.0,76.5,1904.0,72.2,2381.0,70.0,2028.0,Midwest,JC,4,6.5,10.799999999999995,13.0,0,0,0,0,0,0,0,0,0
RHP,72.0,180.0,R,86.0,84.0,,79.5,,72.0,,,,South,D3,3,4.5,12.0,,0,0,1,0,1,0,1,1,1
LHP,74.0,170.0,L,83.2,82.0,1724.0,74.9,1169.0,70.0,2002.0,64.5,1825.0,West,D3,4,7.099999999999994,12.0,17.5,0,0,0,0,0,0,0,0,0
RHP,78.0,207.0,R,93.0,90.0,2161.0,84.5,2139.0,67.9,2350.0,78.0,2513.0,West,Power 4,4,5.5,22.09999999999999,12.0,0,0,0,0,0,0,0,0,0
RHP,78.0,230.0,R,92.6,91.0,2277.0,80.8,2006.0,71.0,,80.0,2032.0,Northeast,Mid Major,4,10.200000000000005,20.0,11.0,0,0,0,0,0,0,1,0,0
RHP,77.0,220.0,R,93.2,92.6,2035.0,75.4,1959.0,73.0,2115.0,,,Northeast,Mid Major,3,17.19999999999999,19.59999999999999,,0,0,0,0,0,0,0,1,1
RHP,74.0,198.0,R,92.0,89.0,2244.0,80.6,1973.0,77.0,2263.0,,,South,Mid Major,3,8.400000000000006,12.0,,0,0,0,0,0,0,0,1,1
LHP,74.0,198.0,L,86.2,85.5,2309.0,79.4,1950.0,,,79.4,2385.0,West,JC,3,6.099999999999994,,6.099999999999994,0,0,0,0,0,1,1,0,0
RHP,73.0,175.0,R,84.0,82.0,,,,,,74.5,,Midwest,D2,2,,,7.5,0,0,1,1,1,1,1,0,1
LHP,71.0,195.0,L,83.5,81.5,1870.0,75.0,1314.0,71.8,1833.0,,,Northeast,Low Major,3,6.5,9.700000000000005,,0,0,0,0,0,0,0,1,1
RHP,76.0,200.0,R,89.7,88.8,2130.0,75.1,1717.0,72.2,1923.0,77.7,2215.0,South,JC,4,13.700000000000005,16.599999999999994,11.099999999999994,0,0,0,0,0,0,0,0,0
RHP,74.0,215.0,R,,,,,,,,,,South,NAIA,0,,,,1,1,1,1,1,1,1,1,1
RHP,71.0,180.0,R,83.5,81.8,2167.0,74.2,1626.0,71.0,2250.0,75.6,2365.0,Midwest,NAIA,4,7.599999999999994,10.799999999999995,6.200000000000003,0,0,0,0,0,0,0,0,0
RHP,77.0,220.0,R,94.0,92.5,2062.0,79.5,1613.0,69.0,,79.1,2191.0,Midwest,Power 4,4,13.0,23.5,13.400000000000006,0,0,0,0,0,0,1,0,0
RHP,74.0,230.0,R,88.0,86.2,2042.0,79.5,1760.0,74.0,2197.0,,,South,Mid Major,3,6.700000000000003,12.200000000000005,,0,0,0,0,0,0,0,1,1
RHP,71.0,190.0,R,81.6,80.0,2040.0,75.5,1680.0,71.0,1664.0,70.1,1654.0,West,JC,4,4.5,9.0,9.900000000000006,0,0,0,0,0,0,0,0,0
RHP,73.0,195.0,R,82.0,80.3,2064.0,73.5,1616.0,65.5,1977.0,72.0,1953.0,West,JC,4,6.799999999999997,14.799999999999995,8.299999999999997,0,0,0,0,0,0,0,0,0
LHP,70.0,175.0,R,82.0,80.0,1920.0,74.0,1735.0,71.5,2195.0,69.5,2278.0,South,D3,4,6.0,8.5,10.5,0,0,0,0,0,0,0,0,0
LHP,71.0,185.0,L,63.0,62.5,,,,52.0,,,,Northeast,Low Major,2,,10.5,,0,0,1,1,1,0,1,1,1
LHP,72.0,200.0,L,85.1,83.5,1908.0,71.5,1127.0,70.1,2204.0,73.0,2173.0,Midwest,NAIA,4,12.0,13.400000000000006,10.5,0,0,0,0,0,0,0,0,0
RHP,73.0,150.0,R,,90.5,,,,75.5,,,,South,Power 4,2,,15.0,,1,0,1,1,1,0,1,1,1
RHP,76.0,220.0,R,94.0,91.5,,77.0,,75.0,,62.0,,South,Power 4,4,14.5,16.5,29.5,0,0,1,0,1,0,1,0,1
RHP,75.0,215.0,R,84.0,83.0,2255.0,75.8,1853.0,71.8,1984.0,,,Northeast,JC,3,7.200000000000003,11.200000000000005,,0,0,0,0,0,0,0,1,1
RHP,72.0,170.0,R,,,,,,,,,,South,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,74.0,190.0,R,84.0,82.3,1933.0,78.5,1675.0,74.0,2022.0,,,Midwest,D3,3,3.799999999999997,8.299999999999997,,0,0,0,0,0,0,0,1,1
RHP,72.0,170.0,R,82.2,79.3,2193.0,,,,,70.6,2157.0,West,JC,2,,,8.700000000000003,0,0,0,1,1,1,1,0,0
RHP,75.0,190.0,R,81.0,80.0,1855.0,73.5,1468.0,68.8,1625.0,,,Midwest,D3,3,6.5,11.200000000000005,,0,0,0,0,0,0,0,1,1
RHP,75.0,160.0,R,89.0,86.5,,81.0,,76.0,,,,South,Mid Major,3,5.5,10.5,,0,0,1,0,1,0,1,1,1
RHP,71.0,150.0,R,82.0,78.5,,72.5,,67.5,,,,Midwest,D3,3,6.0,11.0,,0,0,1,0,1,0,1,1,1
LHP,72.0,170.0,L,89.0,87.0,2103.0,78.5,2067.0,,,75.0,2202.0,South,Mid Major,3,8.5,,12.0,0,0,0,0,0,1,1,0,0
RHP,72.0,215.0,R,87.2,85.2,2247.0,,,70.5,2704.0,74.4,2497.0,West,JC,3,,14.700000000000005,10.799999999999995,0,0,0,1,1,0,0,0,0
RHP,74.0,195.0,R,86.0,85.0,1949.0,76.5,1372.0,74.3,1937.0,74.5,2028.0,South,D3,4,8.5,10.700000000000005,10.5,0,0,0,0,0,0,0,0,0
RHP,73.0,150.0,R,84.0,83.5,2222.0,72.2,1671.0,68.2,2083.0,,,South,Mid Major,3,11.299999999999995,15.299999999999995,,0,0,0,0,0,0,0,1,1
LHP,71.0,155.0,L,80.5,79.2,2141.0,68.0,2223.0,69.2,2213.0,,,South,NAIA,3,11.200000000000005,10.0,,0,0,0,0,0,0,0,1,1
RHP,72.0,197.3,R,83.0,82.0,1915.0,75.5,1741.0,64.5,1895.0,69.0,1917.0,Midwest,D3,4,6.5,17.5,13.0,0,0,0,0,0,0,0,0,0
RHP,76.0,175.0,R,93.0,89.5,1967.0,,1291.0,74.4,1966.0,,1961.0,South,Power 4,2,,15.099999999999994,,0,0,0,1,0,0,0,1,0
RHP,73.0,170.0,R,86.4,84.2,1813.0,,,65.4,1803.0,,,West,NAIA,2,,18.799999999999997,,0,0,0,1,1,0,0,1,1
LHP,70.0,175.0,L,82.0,80.2,1811.0,76.5,1519.0,74.2,1558.0,73.5,1767.0,Midwest,D3,4,3.700000000000003,6.0,6.700000000000003,0,0,0,0,0,0,0,0,0
LHP,74.0,160.3,L,85.4,84.0,2127.0,76.0,1349.0,70.5,2193.0,,,Midwest,D3,3,8.0,13.5,,0,0,0,0,0,0,0,1,1
RHP,73.0,185.0,R,,,,,,,,,,Northeast,D2,0,,,,1,1,1,1,1,1,1,1,1
RHP,71.0,160.0,R,,,,,,,,,,South,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,73.0,185.0,L,,,,,,,,,,South,Low Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,73.0,168.0,R,,,,,,,,,,West,Power 4,0,,,,1,1,1,1,1,1,1,1,1
RHP,73.0,170.0,R,,,,,,,,,,Northeast,D2,0,,,,1,1,1,1,1,1,1,1,1
LHP,73.0,185.0,L,85.0,83.5,,76.5,,74.0,,,,South,D2,3,7.0,9.5,,0,0,1,0,1,0,1,1,1
RHP,72.0,189.0,R,84.3,82.5,1896.0,66.5,,70.2,2036.0,,,South,Low Major,3,16.0,12.299999999999995,,0,0,0,0,1,0,0,1,1
RHP,74.0,175.0,R,79.4,81.0,1983.0,75.5,1715.0,,,71.0,2199.0,South,JC,3,5.5,,10.0,0,0,0,0,0,1,1,0,0
RHP,77.0,180.0,R,79.0,78.0,,69.0,,62.5,,,,Midwest,JC,3,9.0,15.5,,0,0,1,0,1,0,1,1,1
RHP,74.0,190.0,R,87.0,84.4,2301.0,76.0,1909.0,72.7,2321.0,72.5,1740.0,South,D3,4,8.400000000000006,11.700000000000005,11.900000000000006,0,0,0,0,0,0,0,0,0
RHP,73.0,165.0,R,89.0,88.0,1864.0,83.0,1280.0,76.5,2062.0,75.2,2108.0,South,JC,4,5.0,11.5,12.799999999999995,0,0,0,0,0,0,0,0,0
RHP,75.0,193.6,R,87.0,83.5,2111.0,70.0,667.0,73.0,,74.0,1905.0,South,JC,4,13.5,10.5,9.5,0,0,0,0,0,0,1,0,0
RHP,76.0,195.0,R,94.0,92.0,,,,79.0,,,,South,Power 4,2,,13.0,,0,0,1,1,1,0,1,1,1
RHP,78.0,205.0,R,91.0,89.3,2223.0,82.5,749.0,71.5,2259.0,73.5,2336.0,Midwest,Power 4,4,6.799999999999997,17.799999999999997,15.799999999999995,0,0,0,0,0,0,0,0,0
LHP,73.0,185.0,L,,75.0,,71.0,,67.0,,,,Midwest,D3,3,4.0,8.0,,1,0,1,0,1,0,1,1,1
RHP,70.0,181.0,R,90.4,89.0,2173.0,82.5,1542.0,77.0,2264.0,,,Midwest,Low Major,3,6.5,12.0,,0,0,0,0,0,0,0,1,1
LHP,73.0,183.0,L,70.2,69.5,1850.0,63.9,1484.0,65.5,1645.0,,,Northeast,D3,3,5.600000000000001,4.0,,0,0,0,0,0,0,0,1,1
RHP,73.0,190.0,R,87.3,85.6,2102.0,77.6,1800.0,,,74.4,2085.0,South,D2,3,8.0,,11.199999999999989,0,0,0,0,0,1,1,0,0
RHP,77.0,185.0,L,84.0,82.4,2062.0,77.7,1238.0,64.5,,71.5,2135.0,South,NAIA,4,4.700000000000003,17.900000000000006,10.900000000000006,0,0,0,0,0,0,1,0,0
RHP,73.0,188.0,R,85.3,83.9,2006.0,75.5,,70.2,2077.0,72.5,2095.0,West,JC,4,8.400000000000006,13.700000000000005,11.400000000000006,0,0,0,0,1,0,0,0,0
RHP,74.0,205.0,L,,,,,,,,,,Midwest,D3,0,,,,1,1,1,1,1,1,1,1,1
LHP,76.0,234.0,L,82.0,80.5,,73.0,,67.5,,67.5,,Midwest,JC,4,7.5,13.0,13.0,0,0,1,0,1,0,1,0,1
RHP,73.0,170.0,R,90.0,88.0,,,,72.0,,,,South,Mid Major,2,,16.0,,0,0,1,1,1,0,1,1,1
RHP,73.0,155.2,R,83.0,81.5,2052.0,74.3,1909.0,71.0,2037.0,71.4,2075.0,Midwest,JC,4,7.200000000000003,10.5,10.099999999999994,0,0,0,0,0,0,0,0,0
RHP,76.0,195.0,R,86.5,84.4,2200.0,76.2,1447.0,73.9,2159.0,,,Midwest,Power 4,3,8.200000000000003,10.5,,0,0,0,0,0,0,0,1,1
LHP,71.0,165.0,R,,86.0,,78.5,,76.0,,,,South,Mid Major,3,7.5,10.0,,1,0,1,0,1,0,1,1,1
RHP,74.0,185.0,R,86.0,85.5,2350.0,71.0,1351.0,71.0,2035.0,76.0,2135.0,Northeast,D3,4,14.5,14.5,9.5,0,0,0,0,0,0,0,0,0
RHP,77.0,200.0,R,88.1,87.0,2143.0,79.0,1828.0,71.0,1447.0,62.5,2005.0,West,Power 4,4,8.0,16.0,24.5,0,0,0,0,0,0,0,0,0
RHP,74.0,200.0,R,,,,,,,,,,Northeast,Power 4,0,,,,1,1,1,1,1,1,1,1,1
RHP,73.0,180.0,R,,,,,,,,,,West,Power 4,0,,,,1,1,1,1,1,1,1,1,1
LHP,72.0,155.0,L,76.0,75.0,,66.5,,66.0,,,,Midwest,D3,3,8.5,9.0,,0,0,1,0,1,0,1,1,1
LHP,73.0,170.0,R,80.5,79.6,1837.0,74.5,1832.0,66.8,2100.0,,,Northeast,JC,3,5.099999999999994,12.799999999999995,,0,0,0,0,0,0,0,1,1
RHP,71.0,190.0,R,86.7,83.8,1770.0,72.8,1333.0,,,67.6,1818.0,South,D2,3,11.0,,16.200000000000003,0,0,0,0,0,1,1,0,0
RHP,72.0,200.0,R,85.3,84.7,2206.0,79.4,1589.0,72.7,2285.0,71.8,2081.0,West,JC,4,5.299999999999997,12.0,12.900000000000006,0,0,0,0,0,0,0,0,0
RHP,75.0,225.0,R,82.0,80.5,2107.0,62.5,1303.0,65.5,1828.0,,,South,D3,3,18.0,15.0,,0,0,0,0,0,0,0,1,1
RHP,72.0,195.0,R,,82.0,,72.5,,63.0,,,,South,Mid Major,3,9.5,19.0,,1,0,1,0,1,0,1,1,1
RHP,73.0,195.0,R,86.2,85.4,1975.0,76.5,1888.0,74.0,1959.0,,,Midwest,Mid Major,3,8.900000000000006,11.400000000000006,,0,0,0,0,0,0,0,1,1
LHP,72.0,195.0,R,81.0,79.0,,,,72.0,,,,Midwest,JC,2,,7.0,,0,0,1,1,1,0,1,1,1
LHP,75.0,230.0,L,,80.0,,76.5,,71.0,,,,Midwest,D3,3,3.5,9.0,,1,0,1,0,1,0,1,1,1
RHP,72.0,195.0,R,89.0,86.0,2186.0,80.0,1605.0,73.0,2169.0,,,Midwest,JC,3,6.0,13.0,,0,0,0,0,0,0,0,1,1
RHP,75.0,210.0,R,,,,,,,,,,South,JC,0,,,,1,1,1,1,1,1,1,1,1
LHP,73.0,182.5,L,82.0,80.0,1943.0,71.5,1801.0,65.9,1794.0,,,South,JC,3,8.5,14.099999999999994,,0,0,0,0,0,0,0,1,1
LHP,76.0,175.0,L,89.0,87.0,1946.0,83.0,1370.0,73.5,1871.0,,,Midwest,Power 4,3,4.0,13.5,,0,0,0,0,0,0,0,1,1
RHP,76.0,210.0,R,87.4,86.8,2150.0,79.0,1610.0,75.8,2094.0,78.2,2173.0,Midwest,JC,4,7.799999999999997,11.0,8.599999999999994,0,0,0,0,0,0,0,0,0
LHP,78.0,225.0,L,76.6,75.9,1802.0,69.7,1593.0,62.2,2052.0,,,South,Power 4,3,6.200000000000003,13.700000000000005,,0,0,0,0,0,0,0,1,1
RHP,72.0,190.0,R,,86.5,,79.5,,71.5,,76.5,,South,Mid Major,4,7.0,15.0,10.0,1,0,1,0,1,0,1,0,1
RHP,77.0,210.0,R,86.0,83.4,2086.0,78.0,1767.0,71.5,1889.0,,,South,JC,3,5.400000000000006,11.900000000000006,,0,0,0,0,0,0,0,1,1
RHP,75.0,178.0,R,,79.5,,73.0,,69.0,,67.5,,South,NAIA,4,6.5,10.5,12.0,1,0,1,0,1,0,1,0,1
RHP,69.0,185.0,R,77.0,74.0,,,,66.5,,,,Northeast,D3,2,,7.5,,0,0,1,1,1,0,1,1,1
LHP,73.0,190.0,R,,,,,,,,,,South,D2,0,,,,1,1,1,1,1,1,1,1,1
LHP,70.0,175.0,R,,,,,,,,,,South,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
LHP,65.0,158.0,R,,,,,,,,,,West,NAIA,0,,,,1,1,1,1,1,1,1,1,1
RHP,72.0,195.0,R,87.3,85.5,2154.0,81.0,1538.0,72.8,2654.0,75.1,2688.0,Midwest,NAIA,4,4.5,12.700000000000005,10.400000000000006,0,0,0,0,0,0,0,0,0
RHP,72.0,170.0,L,77.0,75.4,2073.0,67.0,1415.0,,,59.8,1910.0,Northeast,D3,3,8.400000000000006,,15.600000000000009,0,0,0,0,0,1,1,0,0
RHP,74.0,180.0,R,87.0,85.0,,72.5,,66.0,,,,South,JC,3,12.5,19.0,,0,0,1,0,1,0,1,1,1
