primary_position,height,weight,throwing_hand,FastballVelocity (max),FastballVelo Range,FastballSpin Rate (avg),Changeup Velo Range,Changeup Spin Rate (avg),Curveball Velo Range,Curveball Spin Rate (avg),Slider Velo Range,Slider Spin Rate (avg),Region,group,num_pitches,fb_ch_velo_diff,fb_cb_velo_diff,fb_sl_velo_diff,FastballVelocity (max)_missing,FastballVelo Range_missing,FastballSpin Rate (avg)_missing,Changeup Velo Range_missing,Changeup Spin Rate (avg)_missing,Curveball Velo Range_missing,Curveball Spin Rate (avg)_missing,Slider Velo Range_missing,Slider Spin Rate (avg)_missing
RHP,71.0,175.0,L,86.7,85.8,2026.0,80.5,1453.0,71.7,2423.0,,,Northeast,D2,3,5.299999999999997,14.099999999999994,,0,0,0,0,0,0,0,1,1
RHP,75.0,230.0,R,95.0,94.0,2206.0,79.5,1930.0,73.0,,80.5,1752.0,Midwest,Power 4,4,14.5,21.0,13.5,0,0,0,0,0,0,1,0,0
RHP,74.0,180.0,R,87.0,83.8,2014.0,72.8,1418.0,71.5,1814.0,73.1,1805.0,Northeast,JC,4,11.0,12.299999999999995,10.700000000000005,0,0,0,0,0,0,0,0,0
RHP,71.0,145.0,R,85.9,86.0,1959.0,74.0,,70.5,1966.0,,,West,Power 4,3,12.0,15.5,,0,0,0,0,1,0,0,1,1
RHP,74.0,195.0,R,85.0,82.5,1960.0,77.5,1669.0,75.5,1681.0,,,Midwest,NAIA,3,5.0,7.0,,0,0,0,0,0,0,0,1,1
RHP,75.0,195.0,R,77.0,75.5,,72.5,,63.0,,,,Midwest,JC,3,3.0,12.5,,0,0,1,0,1,0,1,1,1
LHP,73.0,195.0,L,,,,,,,,,,Midwest,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,72.0,210.0,R,84.0,82.0,2421.0,76.0,1910.0,73.5,2234.0,76.0,2303.0,South,D3,4,6.0,8.5,6.0,0,0,0,0,0,0,0,0,0
LHP,74.0,200.0,L,,85.5,,78.0,,74.0,,,,Northeast,Mid Major,3,7.5,11.5,,1,0,1,0,1,0,1,1,1
RHP,74.0,185.0,R,,93.5,,83.0,,81.0,,83.0,,West,Power 4,4,10.5,12.5,10.5,1,0,1,0,1,0,1,0,1
RHP,70.0,132.0,R,75.4,75.1,1881.0,70.3,1449.0,64.8,1821.0,,,Northeast,D3,3,4.799999999999997,10.299999999999995,,0,0,0,0,0,0,0,1,1
LHP,71.0,188.0,R,87.0,85.7,1756.0,78.0,1680.0,78.0,2051.0,71.5,,South,JC,4,7.700000000000003,7.700000000000003,14.200000000000005,0,0,0,0,0,0,0,0,1
RHP,72.0,176.0,R,86.0,85.0,2112.0,76.7,1758.0,71.5,2098.0,71.8,2094.0,South,NAIA,4,8.299999999999997,13.5,13.200000000000005,0,0,0,0,0,0,0,0,0
RHP,73.0,175.0,R,82.0,80.0,,69.5,,59.5,,,,Midwest,D2,3,10.5,20.5,,0,0,1,0,1,0,1,1,1
RHP,74.0,155.0,R,80.1,79.2,1958.0,70.7,1978.0,66.5,1607.0,67.0,1604.0,Midwest,NAIA,4,8.5,12.700000000000005,12.200000000000005,0,0,0,0,0,0,0,0,0
RHP,74.0,190.0,R,89.3,87.0,2265.0,79.6,1881.0,73.0,2376.0,,,Midwest,Low Major,3,7.400000000000006,14.0,,0,0,0,0,0,0,0,1,1
RHP,73.0,195.0,R,,,,,,,,,,West,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,74.0,180.0,R,77.0,74.5,1785.0,69.5,1602.0,64.0,1996.0,,,Midwest,D3,3,5.0,10.5,,0,0,0,0,0,0,0,1,1
RHP,69.0,170.0,R,85.0,83.0,2260.0,77.5,1551.0,71.5,2491.0,,,South,D3,3,5.5,11.5,,0,0,0,0,0,0,0,1,1
RHP,77.0,217.0,R,,,,,,,,,,South,JC,0,,,,1,1,1,1,1,1,1,1,1
LHP,71.0,170.0,R,82.2,80.5,2014.0,74.8,1620.0,66.5,,73.0,2012.0,West,Mid Major,4,5.700000000000003,14.0,7.5,0,0,0,0,0,0,1,0,0
RHP,72.0,177.0,L,,,,,,,,,,Midwest,D3,0,,,,1,1,1,1,1,1,1,1,1
RHP,72.0,163.0,L,78.8,77.6,1809.0,74.5,,70.6,1811.0,,,Midwest,D2,3,3.0999999999999943,7.0,,0,0,0,0,1,0,0,1,1
RHP,73.0,175.0,R,91.0,88.5,2184.0,83.5,1682.0,76.5,2384.0,74.5,2415.0,South,Low Major,4,5.0,12.0,14.0,0,0,0,0,0,0,0,0,0
LHP,72.0,177.0,L,83.0,80.5,,73.0,,72.5,,,,South,Low Major,3,7.5,8.0,,0,0,1,0,1,0,1,1,1
LHP,74.0,230.0,L,77.4,75.0,1510.0,63.0,1519.0,59.0,1718.0,62.5,1594.0,Northeast,JC,4,12.0,16.0,12.5,0,0,0,0,0,0,0,0,0
RHP,70.0,165.0,R,82.0,81.0,,,,69.5,,,,Midwest,JC,2,,11.5,,0,0,1,1,1,0,1,1,1
RHP,73.0,195.0,R,90.0,89.5,2098.0,78.0,1708.0,77.5,2003.0,80.9,2276.0,Midwest,JC,4,11.5,12.0,8.599999999999994,0,0,0,0,0,0,0,0,0
RHP,70.0,198.0,R,78.1,77.2,2027.0,,,65.3,1917.0,,,Northeast,D3,2,,11.900000000000006,,0,0,0,1,1,0,0,1,1
RHP,72.0,180.0,R,89.0,85.0,2017.0,74.4,1398.0,74.0,2182.0,,,South,Mid Major,3,10.599999999999994,11.0,,0,0,0,0,0,0,0,1,1
RHP,81.0,235.0,R,90.2,93.5,2300.0,84.5,,70.2,2016.0,77.5,1847.0,Northeast,Power 4,4,9.0,23.299999999999997,16.0,0,0,0,0,1,0,0,0,0
RHP,81.0,245.0,R,86.0,85.5,1676.0,76.0,1462.0,70.1,1465.0,,,Northeast,Low Major,3,9.5,15.400000000000006,,0,0,0,0,0,0,0,1,1
RHP,71.0,185.0,R,,,,,,,,,,South,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,73.0,180.0,R,,,,,,,,,,South,Power 4,0,,,,1,1,1,1,1,1,1,1,1
RHP,72.0,215.0,R,89.0,87.3,1892.0,81.0,1532.0,72.4,2119.0,82.0,2245.0,South,D2,4,6.299999999999997,14.899999999999991,5.299999999999997,0,0,0,0,0,0,0,0,0
RHP,71.0,165.0,L,87.0,84.0,2058.0,76.0,1695.0,71.0,,72.2,2197.0,Midwest,JC,4,8.0,13.0,11.799999999999995,0,0,0,0,0,0,1,0,0
LHP,74.0,180.0,L,,,,,,,,,,South,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,71.0,180.0,R,,,,,,,,,,Midwest,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,77.0,190.0,L,91.0,88.5,,78.5,,72.5,,72.0,,South,Mid Major,4,10.0,16.0,16.5,0,0,1,0,1,0,1,0,1
RHP,70.0,190.0,R,83.0,82.0,,68.5,,67.0,,70.5,,Northeast,D3,4,13.5,15.0,11.5,0,0,1,0,1,0,1,0,1
RHP,74.0,170.0,R,89.0,88.0,,,,,,,,South,Low Major,1,,,,0,0,1,1,1,1,1,1,1
LHP,73.0,190.0,L,76.0,74.0,1345.0,69.9,1439.0,65.0,1617.0,,,South,NAIA,3,4.099999999999994,9.0,,0,0,0,0,0,0,0,1,1
RHP,74.0,200.0,R,,80.0,,68.5,,70.0,,,,Midwest,D2,3,11.5,10.0,,1,0,1,0,1,0,1,1,1
RHP,74.0,190.0,R,92.0,85.5,1770.0,81.0,1475.0,77.5,2238.0,78.6,2321.0,Midwest,Mid Major,4,4.5,8.0,6.900000000000006,0,0,0,0,0,0,0,0,0
LHP,71.0,175.0,L,,89.0,,80.0,,77.0,,,,South,Mid Major,3,9.0,12.0,,1,0,1,0,1,0,1,1,1
LHP,76.0,180.0,L,87.3,86.9,2091.0,,1759.0,,,77.1,1462.0,West,Low Major,2,,,9.800000000000011,0,0,0,1,0,1,1,0,0
LHP,71.0,180.0,L,76.0,74.5,,,,67.0,,,,South,D2,2,,7.5,,0,0,1,1,1,0,1,1,1
RHP,75.0,185.0,R,,83.0,,,,,,71.0,,South,JC,2,,,12.0,1,0,1,1,1,1,1,0,1
RHP,74.0,210.0,R,89.5,86.8,2462.0,83.0,1899.0,77.0,2400.0,78.7,2340.0,Midwest,Mid Major,4,3.799999999999997,9.799999999999995,8.099999999999994,0,0,0,0,0,0,0,0,0
RHP,73.0,170.0,R,84.1,81.3,2199.0,75.0,1930.0,73.2,1990.0,76.1,2000.0,South,JC,4,6.299999999999997,8.099999999999994,5.200000000000003,0,0,0,0,0,0,0,0,0
RHP,76.0,175.0,L,88.0,82.8,1976.0,73.2,1829.0,74.0,2364.0,79.4,2222.0,South,Mid Major,4,9.599999999999994,8.799999999999997,3.3999999999999915,0,0,0,0,0,0,0,0,0
RHP,70.0,185.0,R,88.0,87.5,1767.0,78.5,1676.0,72.0,2442.0,,,South,JC,3,9.0,15.5,,0,0,0,0,0,0,0,1,1
LHP,74.0,200.0,L,82.0,80.0,1801.0,75.0,1526.0,65.2,1790.0,,,West,JC,3,5.0,14.799999999999995,,0,0,0,0,0,0,0,1,1
RHP,78.0,205.0,R,91.0,86.5,2357.0,78.8,1906.0,74.3,2298.0,,2097.0,South,Mid Major,3,7.700000000000003,12.200000000000005,,0,0,0,0,0,0,0,1,0
LHP,72.0,190.0,L,89.5,87.0,2060.0,77.5,,74.5,2172.0,72.5,2004.0,South,Mid Major,4,9.5,12.5,14.5,0,0,0,0,1,0,0,0,0
RHP,72.0,160.0,R,85.0,83.5,1749.0,72.5,808.0,74.0,1412.0,72.0,1988.0,South,D2,4,11.0,9.5,11.5,0,0,0,0,0,0,0,0,0
RHP,76.0,215.0,R,93.0,89.5,,85.0,,81.0,,,,South,Power 4,3,4.5,8.5,,0,0,1,0,1,0,1,1,1
RHP,73.0,185.0,R,90.0,88.5,2476.0,79.5,2068.0,73.5,2770.0,76.6,2640.0,South,Mid Major,4,9.0,15.0,11.900000000000006,0,0,0,0,0,0,0,0,0
RHP,73.0,165.0,R,,,,,,,,,,South,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,71.0,170.0,R,,,,,,,,,,Northeast,Low Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,73.0,180.0,R,,,,,,,,,,Midwest,D3,0,,,,1,1,1,1,1,1,1,1,1
RHP,74.0,190.0,R,73.5,72.8,2027.0,69.4,1541.0,62.0,2170.0,,,Northeast,D3,3,3.3999999999999915,10.799999999999995,,0,0,0,0,0,0,0,1,1
RHP,71.0,190.0,R,,,,,,,,,,Midwest,NAIA,0,,,,1,1,1,1,1,1,1,1,1
RHP,73.0,240.0,L,87.0,84.2,2217.0,75.8,1954.0,71.8,2233.0,73.8,2266.0,West,JC,4,8.400000000000006,12.400000000000006,10.400000000000006,0,0,0,0,0,0,0,0,0
LHP,74.0,180.0,L,81.0,79.5,,,,67.0,,73.0,,Midwest,JC,3,,12.5,6.5,0,0,1,1,1,0,1,0,1
LHP,73.0,200.0,L,82.0,79.5,1842.0,70.0,1434.0,67.5,1638.0,,,Northeast,D3,3,9.5,12.0,,0,0,0,0,0,0,0,1,1
RHP,68.0,215.0,R,78.0,76.4,1942.0,74.0,1568.0,73.0,2083.0,,,South,JC,3,2.4000000000000057,3.4000000000000057,,0,0,0,0,0,0,0,1,1
RHP,71.0,165.0,R,78.2,77.7,1873.0,73.0,1871.0,68.0,2304.0,,,Northeast,D3,3,4.700000000000003,9.700000000000005,,0,0,0,0,0,0,0,1,1
RHP,72.0,185.0,R,89.0,87.0,2239.0,79.5,1436.0,70.0,2523.0,76.5,2516.0,Midwest,Mid Major,4,7.5,17.0,10.5,0,0,0,0,0,0,0,0,0
RHP,76.0,196.0,R,92.0,90.3,2059.0,77.5,1858.0,74.9,2321.0,79.5,2147.0,Midwest,JC,4,12.799999999999995,15.399999999999991,10.799999999999995,0,0,0,0,0,0,0,0,0
RHP,74.0,140.0,R,,81.0,,76.5,,73.5,,71.5,,South,D2,4,4.5,7.5,9.5,1,0,1,0,1,0,1,0,1
RHP,70.0,185.0,R,87.0,85.5,2078.0,79.5,1940.0,,,77.0,2319.0,South,JC,3,6.0,,8.5,0,0,0,0,0,1,1,0,0
LHP,73.0,185.0,L,,,,,,,,,,South,D2,0,,,,1,1,1,1,1,1,1,1,1
RHP,70.0,170.0,R,89.2,87.5,2146.0,74.0,,74.0,2179.0,75.5,1663.0,West,Mid Major,4,13.5,13.5,12.0,0,0,0,0,1,0,0,0,0
RHP,75.0,160.0,L,,,,,,,,,,South,NAIA,0,,,,1,1,1,1,1,1,1,1,1
RHP,74.0,180.0,L,89.0,85.7,2206.0,75.0,1797.0,66.5,2349.0,,,South,Power 4,3,10.700000000000005,19.200000000000003,,0,0,0,0,0,0,0,1,1
RHP,72.0,192.2,L,83.0,81.0,1956.0,72.5,2067.0,74.8,2091.0,71.3,2130.0,Northeast,D2,4,8.5,6.200000000000003,9.700000000000005,0,0,0,0,0,0,0,0,0
LHP,74.0,210.0,R,90.4,87.9,1870.0,80.8,1261.0,,,78.4,1780.0,West,Power 4,3,7.1000000000000085,,9.5,0,0,0,0,0,1,1,0,0
RHP,72.0,190.0,R,86.0,83.6,2131.0,78.0,1908.0,71.0,2504.0,74.4,2503.0,South,JC,4,5.599999999999994,12.599999999999994,9.199999999999989,0,0,0,0,0,0,0,0,0
LHP,70.0,155.0,R,81.6,80.8,2061.0,71.5,1573.0,66.4,2120.0,,,South,NAIA,3,9.299999999999995,14.399999999999991,,0,0,0,0,0,0,0,1,1
LHP,73.0,190.0,L,75.0,73.5,1970.0,69.2,1576.0,65.5,2220.0,,,Midwest,D3,3,4.299999999999997,8.0,,0,0,0,0,0,0,0,1,1
LHP,76.0,190.0,L,84.0,82.0,,70.5,,72.5,,,,South,JC,3,11.5,9.5,,0,0,1,0,1,0,1,1,1
RHP,75.0,180.0,R,83.0,81.5,,70.5,,65.5,,,,Midwest,D2,3,11.0,16.0,,0,0,1,0,1,0,1,1,1
RHP,75.0,180.0,R,91.6,89.4,2130.0,78.0,1804.0,74.0,,74.2,2248.0,South,Power 4,4,11.400000000000006,15.400000000000006,15.200000000000005,0,0,0,0,0,0,1,0,0
RHP,75.0,185.0,R,81.0,79.5,,,,71.0,,,,West,D3,2,,8.5,,0,0,1,1,1,0,1,1,1
LHP,75.0,185.0,L,84.0,81.0,1885.0,69.0,1656.0,71.0,2043.0,,,South,Mid Major,3,12.0,10.0,,0,0,0,0,0,0,0,1,1
RHP,74.0,185.0,L,87.3,86.2,2015.0,83.6,1796.0,76.0,2121.0,80.4,2116.0,Midwest,JC,4,2.6000000000000085,10.200000000000005,5.799999999999997,0,0,0,0,0,0,0,0,0
RHP,71.0,175.0,R,,,,,,,,,,West,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,73.0,180.0,R,82.0,81.0,2280.0,75.3,1698.0,65.8,2213.0,,,South,Power 4,3,5.700000000000003,15.200000000000005,,0,0,0,0,0,0,0,1,1
RHP,73.0,190.0,R,85.0,82.5,2144.0,76.5,1748.0,,,70.0,2198.0,West,JC,3,6.0,,12.5,0,0,0,0,0,1,1,0,0
RHP,74.0,208.0,R,,,,,,,,,,West,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
LHP,76.0,259.0,R,76.5,74.5,1824.0,69.0,1435.0,67.1,1512.0,,,West,JC,3,5.5,7.400000000000006,,0,0,0,0,0,0,0,1,1
RHP,72.0,176.0,R,80.2,79.0,2022.0,73.5,,65.5,1765.0,66.7,1827.0,Midwest,D3,4,5.5,13.5,12.299999999999995,0,0,0,0,1,0,0,0,0
RHP,74.0,195.0,R,85.7,85.1,2313.0,69.8,2222.0,71.1,2341.0,71.7,2212.0,Northeast,Low Major,4,15.299999999999995,14.0,13.399999999999991,0,0,0,0,0,0,0,0,0
RHP,69.0,165.0,R,,87.0,,78.0,,72.5,,,,South,Mid Major,3,9.0,14.5,,1,0,1,0,1,0,1,1,1
RHP,76.0,215.0,R,86.4,85.7,2163.0,,1294.0,73.5,1351.0,75.9,1842.0,South,Mid Major,3,,12.200000000000005,9.799999999999995,0,0,0,1,0,0,0,0,0
LHP,74.0,190.0,R,,76.5,,65.0,,71.0,,,,Midwest,JC,3,11.5,5.5,,1,0,1,0,1,0,1,1,1
LHP,72.0,175.0,L,,,,,,,,,,South,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,75.0,180.0,R,83.0,81.5,,70.5,,65.5,,,,Midwest,JC,3,11.0,16.0,,0,0,1,0,1,0,1,1,1
RHP,75.0,170.0,R,,,,,,,,,,Midwest,NAIA,0,,,,1,1,1,1,1,1,1,1,1
RHP,74.0,185.0,L,92.0,89.0,2351.0,80.0,2120.0,77.5,2206.0,82.5,2401.0,South,Power 4,4,9.0,11.5,6.5,0,0,0,0,0,0,0,0,0
RHP,71.0,150.0,R,86.0,83.5,,75.0,,68.5,,,,South,JC,3,8.5,15.0,,0,0,1,0,1,0,1,1,1
RHP,71.0,165.0,R,88.0,86.5,2182.0,78.5,1604.0,71.8,2294.0,,,South,Low Major,3,8.0,14.700000000000005,,0,0,0,0,0,0,0,1,1
LHP,74.0,180.0,L,78.0,76.5,,69.0,,71.0,,,,South,JC,3,7.5,5.5,,0,0,1,0,1,0,1,1,1
RHP,75.0,185.0,R,86.0,84.5,2052.0,78.5,1968.0,74.4,2625.0,,,South,Low Major,3,6.0,10.099999999999994,,0,0,0,0,0,0,0,1,1
RHP,73.0,180.0,R,90.0,88.5,1959.0,82.5,1771.0,72.8,2226.0,75.5,1877.0,Midwest,Mid Major,4,6.0,15.700000000000005,13.0,0,0,0,0,0,0,0,0,0
LHP,75.0,205.0,L,81.0,78.5,,69.5,,63.5,,,,South,Mid Major,3,9.0,15.0,,0,0,1,0,1,0,1,1,1
RHP,73.0,165.0,R,,76.0,,68.0,,62.5,,,,Midwest,D3,3,8.0,13.5,,1,0,1,0,1,0,1,1,1
LHP,70.0,190.0,L,74.3,72.2,1922.0,68.0,1471.0,64.5,2370.0,,,Midwest,D3,3,4.200000000000003,7.700000000000003,,0,0,0,0,0,0,0,1,1
RHP,79.0,240.0,R,91.0,89.5,1873.0,83.5,1649.0,75.0,1889.0,,,South,Power 4,3,6.0,14.5,,0,0,0,0,0,0,0,1,1
RHP,69.0,150.0,R,79.0,78.7,2234.0,73.0,650.0,65.0,2384.0,70.9,2328.0,West,D2,4,5.700000000000003,13.700000000000005,7.799999999999997,0,0,0,0,0,0,0,0,0
LHP,73.0,180.0,L,88.0,84.0,,78.0,,73.0,,,,South,Power 4,3,6.0,11.0,,0,0,1,0,1,0,1,1,1
RHP,76.0,195.0,R,92.6,91.4,2319.0,83.3,2263.0,73.5,,75.5,2715.0,South,Mid Major,4,8.100000000000009,17.900000000000006,15.900000000000006,0,0,0,0,0,0,1,0,0
RHP,77.0,195.0,R,,90.0,,84.5,,76.0,,79.0,,South,Power 4,4,5.5,14.0,11.0,1,0,1,0,1,0,1,0,1
RHP,74.0,190.0,R,86.0,85.0,2105.0,73.7,1739.0,70.5,2173.0,75.0,1975.0,South,Low Major,4,11.299999999999995,14.5,10.0,0,0,0,0,0,0,0,0,0
RHP,78.0,205.0,R,87.8,86.3,2211.0,73.3,2201.0,67.5,2271.0,,,Midwest,D3,3,13.0,18.799999999999997,,0,0,0,0,0,0,0,1,1
RHP,73.0,170.0,R,,,,,,,,,,South,D2,0,,,,1,1,1,1,1,1,1,1,1
LHP,72.0,170.0,L,,,,,,,,,,South,D2,0,,,,1,1,1,1,1,1,1,1,1
RHP,74.0,185.0,R,,82.5,,,,68.0,,,,West,Mid Major,2,,14.5,,1,0,1,1,1,0,1,1,1
LHP,76.0,220.0,R,88.8,88.0,2263.0,80.1,1662.0,75.0,2158.0,76.3,2306.0,South,Mid Major,4,7.900000000000006,13.0,11.700000000000005,0,0,0,0,0,0,0,0,0
RHP,77.0,180.0,L,85.3,83.5,2054.0,77.1,1505.0,71.1,1845.0,70.8,1842.0,Midwest,JC,4,6.400000000000006,12.400000000000006,12.700000000000005,0,0,0,0,0,0,0,0,0
RHP,71.0,165.0,R,86.0,85.0,2273.0,75.5,1423.0,71.5,2683.0,,,South,D3,3,9.5,13.5,,0,0,0,0,0,0,0,1,1
RHP,77.0,200.0,R,92.0,89.5,,83.5,,72.0,,81.5,,South,Power 4,4,6.0,17.5,8.0,0,0,1,0,1,0,1,0,1
RHP,73.0,195.0,R,89.0,87.0,,77.5,,72.0,,,,Midwest,Mid Major,3,9.5,15.0,,0,0,1,0,1,0,1,1,1
RHP,74.0,165.0,R,86.3,83.7,2220.0,,,74.0,2248.0,,,South,Low Major,2,,9.700000000000005,,0,0,0,1,1,0,0,1,1
RHP,79.0,220.0,R,86.0,83.0,,,,71.5,,,,South,JC,2,,11.5,,0,0,1,1,1,0,1,1,1
RHP,74.0,210.0,R,89.0,86.5,2089.0,82.4,1843.0,75.3,1825.0,75.5,2202.0,South,D3,4,4.099999999999994,11.200000000000005,11.0,0,0,0,0,0,0,0,0,0
RHP,70.0,185.0,R,81.4,81.5,1994.0,72.5,,73.5,1927.0,,,South,JC,3,9.0,8.0,,0,0,0,0,1,0,0,1,1
RHP,71.0,150.0,R,,,,,,,,,,South,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,75.0,175.0,R,,,,,,,,,,South,D3,0,,,,1,1,1,1,1,1,1,1,1
RHP,72.0,190.0,R,,,,,,,,,,Midwest,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,76.0,190.0,R,90.0,88.5,,81.5,,73.5,,75.0,,Northeast,Power 4,4,7.0,15.0,13.5,0,0,1,0,1,0,1,0,1
RHP,73.0,170.0,L,83.4,83.0,1928.0,76.8,1533.0,69.8,2101.0,70.8,2045.0,Northeast,D3,4,6.200000000000003,13.200000000000005,12.200000000000005,0,0,0,0,0,0,0,0,0
LHP,73.0,210.0,L,90.0,88.0,2204.0,83.3,1863.0,75.0,1638.0,78.3,2306.0,Midwest,Power 4,4,4.700000000000003,13.0,9.700000000000005,0,0,0,0,0,0,0,0,0
RHP,70.0,165.0,R,86.5,85.2,2051.0,,,,,69.8,2001.0,South,Mid Major,2,,,15.400000000000006,0,0,0,1,1,1,1,0,0
RHP,72.0,165.0,R,80.0,77.5,1682.0,71.5,,63.5,1741.0,,,South,D3,3,6.0,14.0,,0,0,0,0,1,0,0,1,1
RHP,76.0,190.0,L,82.1,80.5,1862.0,77.0,1298.0,71.0,1957.0,70.2,1918.0,Midwest,JC,4,3.5,9.5,10.299999999999995,0,0,0,0,0,0,0,0,0
LHP,72.0,170.0,L,83.0,80.5,1979.0,74.5,1206.0,72.0,1768.0,73.0,1935.0,Midwest,D3,4,6.0,8.5,7.5,0,0,0,0,0,0,0,0,0
RHP,68.0,195.0,R,86.6,85.3,2115.0,75.5,1766.0,71.0,1997.0,77.4,2054.0,West,JC,4,9.799999999999995,14.299999999999995,7.899999999999992,0,0,0,0,0,0,0,0,0
RHP,75.0,210.0,R,91.4,88.8,2347.0,,,75.6,2439.0,75.0,,South,Power 4,3,,13.200000000000005,13.799999999999995,0,0,0,1,1,0,0,0,1
RHP,76.0,200.0,R,,81.5,,,,70.5,,,,South,JC,2,,11.0,,1,0,1,1,1,0,1,1,1
RHP,74.0,215.0,R,86.1,85.5,2033.0,77.2,1861.0,,,77.1,2199.0,Midwest,JC,3,8.299999999999997,,8.400000000000006,0,0,0,0,0,1,1,0,0
RHP,76.0,200.0,R,93.0,90.5,1874.0,80.5,1547.0,73.5,1855.0,77.5,,Midwest,Low Major,4,10.0,17.0,13.0,0,0,0,0,0,0,0,0,1
RHP,72.0,175.0,R,84.0,82.5,2123.0,76.7,1400.0,71.0,2630.0,71.8,2624.0,South,D2,4,5.799999999999997,11.5,10.700000000000005,0,0,0,0,0,0,0,0,0
RHP,72.0,175.0,R,,,,,,,,,,West,Low Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,71.0,170.0,L,,,,,,,,,,South,NAIA,0,,,,1,1,1,1,1,1,1,1,1
LHP,75.0,195.0,R,,,,,,,,,,South,D3,0,,,,1,1,1,1,1,1,1,1,1
RHP,74.0,170.0,R,87.0,86.5,2102.0,78.0,1447.0,69.0,,74.9,1720.0,Midwest,Low Major,4,8.5,17.5,11.599999999999994,0,0,0,0,0,0,1,0,0
RHP,76.0,200.0,R,83.2,81.5,2287.0,78.0,,70.5,2183.0,,,South,Power 4,3,3.5,11.0,,0,0,0,0,1,0,0,1,1
LHP,75.0,190.0,L,76.6,75.8,1982.0,67.6,1629.0,62.4,1933.0,,,South,JC,3,8.200000000000003,13.4,,0,0,0,0,0,0,0,1,1
RHP,73.0,175.0,R,83.2,83.2,2135.0,76.5,1759.0,70.7,2373.0,74.5,2201.0,South,JC,4,6.700000000000003,12.5,8.700000000000003,0,0,0,0,0,0,0,0,0
RHP,72.0,150.0,R,,,,,,,,,,West,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,75.0,190.0,R,,85.0,,77.5,,71.5,,,,Midwest,Mid Major,3,7.5,13.5,,1,0,1,0,1,0,1,1,1
RHP,71.0,202.0,R,85.4,84.5,2075.0,78.6,1636.0,68.3,2230.0,73.6,1895.0,Midwest,D2,4,5.900000000000006,16.200000000000003,10.900000000000006,0,0,0,0,0,0,0,0,0
RHP,72.0,190.0,R,88.6,92.0,2084.0,79.0,,73.5,1877.0,78.0,,South,Power 4,4,13.0,18.5,14.0,0,0,0,0,1,0,0,0,1
LHP,69.0,140.0,L,81.0,80.0,2008.0,74.0,1560.0,63.5,,68.0,2183.0,Northeast,D3,4,6.0,16.5,12.0,0,0,0,0,0,0,1,0,0
LHP,71.0,155.0,L,,,,,,,,,,South,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,72.0,188.0,R,88.4,87.7,2240.0,77.7,2155.0,74.2,2463.0,71.5,2376.0,West,JC,4,10.0,13.5,16.200000000000003,0,0,0,0,0,0,0,0,0
RHP,76.0,220.0,R,92.0,90.0,,,,,,,,West,Mid Major,1,,,,0,0,1,1,1,1,1,1,1
RHP,72.0,210.0,R,,,,,,,,,,South,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
LHP,71.0,155.0,L,,,,,,,,,,West,D2,0,,,,1,1,1,1,1,1,1,1,1
RHP,76.0,210.0,R,87.0,84.0,1995.0,79.5,,75.5,1856.0,79.5,,South,Low Major,4,4.5,8.5,4.5,0,0,0,0,1,0,0,0,1
LHP,71.0,170.0,R,84.1,82.0,2129.0,71.5,,64.5,2110.0,,,Northeast,D2,3,10.5,17.5,,0,0,0,0,1,0,0,1,1
RHP,71.0,160.0,R,,,,,,,,,,South,D3,0,,,,1,1,1,1,1,1,1,1,1
RHP,75.0,194.0,R,,,,,,,,,,West,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,65.0,110.0,R,78.0,77.0,1826.0,64.4,1268.0,60.4,1906.0,62.8,2071.0,Midwest,JC,4,12.599999999999994,16.6,14.200000000000005,0,0,0,0,0,0,0,0,0
RHP,67.0,150.0,R,89.0,87.5,,72.5,,72.5,,,,South,D3,3,15.0,15.0,,0,0,1,0,1,0,1,1,1
RHP,72.0,180.0,R,89.6,88.1,2190.0,77.0,1792.0,70.5,2082.0,76.5,2142.0,Northeast,JC,4,11.099999999999994,17.599999999999994,11.599999999999994,0,0,0,0,0,0,0,0,0
RHP,67.0,150.0,R,,,,,,,,,,West,NAIA,0,,,,1,1,1,1,1,1,1,1,1
RHP,70.0,175.0,R,86.0,83.5,1919.0,78.0,1783.0,71.7,2088.0,,,Midwest,JC,3,5.5,11.799999999999995,,0,0,0,0,0,0,0,1,1
RHP,74.0,195.0,R,85.5,84.9,2113.0,79.0,1689.0,71.0,,76.5,2297.0,South,D2,4,5.900000000000006,13.900000000000006,8.400000000000006,0,0,0,0,0,0,1,0,0
